UID,MaritalStatus,CreditScore,AnnualIncome,NetWorth,EmploymentStatus,RiskScore,AgeGroup,PhoneNumber,Email
LEAD_6a8b8c5d3007407a825c9273496f418b,Married,579,15000,294483,Employed,52.0,18-25,'+91-0541160123',6a8b8c@mail.com
LEAD_0d43d89dd5c94c2ab6edf2d7dd836c06,Single,604,29707,36661,Self-Employed,55.0,36-50,'+91-6204106017',0d43d8@testmail.in
LEAD_e0f309f3f98540359cb94d4f34d97cee,Married,595,82684,9934,Employed,44.8,26-35,'+91-9368456011',e0f309@example.com
LEAD_7fdeb68e16bb4aa590d8ec8960d41b15,Married,625,71507,10987,Employed,44.0,36-50,'+91-1076187419',7fdeb6@mail.com
LEAD_c21426119c814930850125a1df4ad2b0,Married,604,46646,23117,Employed,60.0,51+,'+91-5884486682',c21426@mail.com
LEAD_ae25d2dc00ea4ab5b772ea726ec64c00,Widowed,545,64082,57086,Employed,60.0,26-35,'+91-4286422553',ae25d2@testmail.in
LEAD_25171b9dec9b4135a4e2c8f8a1ddbb74,Married,487,65300,59648,Employed,57.0,18-25,'+91-7694249512',25171b@example.com
LEAD_a67ba7679621449e920e633d8693cd58,Single,597,66761,1035150,Employed,35.2,36-50,'+91-2098624579',a67ba7@mail.com
LEAD_97e01c924feb4cd59bbb3a709155ee25,Single,534,49339,49537,Employed,54.0,51+,'+91-4989586615',97e01c@example.com
LEAD_4671a293df274a43b6472f3ed6e1d78b,Single,603,102366,72838,Employed,38.4,51+,'+91-3306929680',4671a2@example.com
LEAD_e2fb4d0526ef4d56a42bf4c205eb4c5d,Married,563,54667,1550,Employed,49.0,18-25,'+91-7020788221',e2fb4d@example.com
LEAD_e4196942ad114695bff90d109b3e7491,Single,563,44414,220956,Self-Employed,69.0,36-50,'+91-3338676677',e41969@testmail.in
LEAD_a5843ad8d4b74e5cbb5f697b20f6634b,Divorced,589,59133,8632,Employed,58.0,26-35,'+91-6120094515',a5843a@example.com
LEAD_92d4ba321a3742e5bee9719256244a6a,Married,602,32582,1876,Employed,51.0,36-50,'+91-4419078117',92d4ba@testmail.in
LEAD_8fefb07215d04b3a9b90bd12438af15a,Single,583,73981,1280,Employed,45.6,51+,'+91-5795044141',8fefb0@testmail.in
LEAD_e7ff7765e5734861803a8e13c38dbe94,Married,554,51200,71331,Employed,59.0,18-25,'+91-5488806897',e7ff77@mail.com
LEAD_40811a83c3494f629c4a5464945d8475,Married,585,49550,57112,Self-Employed,54.0,36-50,'+91-1381247533',40811a@testmail.in
LEAD_b0d3d27c62794d4085b1cba2cbcd532d,Single,600,53943,4981,Self-Employed,53.0,36-50,'+91-6897307440',b0d3d2@mail.com
LEAD_2be8d46704f3408a8c0925855de0f2ae,Widowed,619,82871,93604,Employed,48.0,51+,'+91-0624961154',2be8d4@example.com
LEAD_0d5f5812a90e458b8e589fb5184eaa64,Married,579,23584,195649,Employed,55.0,36-50,'+91-2910026288',0d5f58@example.com
LEAD_a64ef7e91c2a4e82aaab84ee9b71037f,Single,520,49177,15006,Unemployed,58.0,36-50,'+91-3346114822',a64ef7@example.com
LEAD_be73d6a9a37b4390b93404565783e6c7,Single,536,142017,230729,Self-Employed,37.6,26-35,'+91-7116554694',be73d6@mail.com
LEAD_c36259a56f97444ba87b0c4059fd703d,Married,564,32485,98103,Employed,50.0,36-50,'+91-9066784685',c36259@testmail.in
LEAD_8aced32d84854ee5b3ba455011b75a84,Married,547,82980,1865,Employed,50.0,26-35,'+91-5198176489',8aced3@testmail.in
LEAD_c31257dd91004afba0c4596db454430e,Single,624,50428,18504,Employed,46.0,36-50,'+91-1090924601',c31257@testmail.in
LEAD_91233137c7e04a16a6676f85e822665e,Single,575,91360,4653,Employed,49.0,26-35,'+91-6283004459',912331@example.com
LEAD_6222fd4f5516493aaf286a5629717757,Married,508,26125,110720,Employed,58.0,36-50,'+91-5681427226',6222fd@example.com
LEAD_00942a6e55684a18a7161f0e9d829310,Single,536,60328,40808,Employed,40.8,36-50,'+91-0342329499',00942a@example.com
LEAD_cd53241fc90d4b43b9b9f25cbb315606,Single,593,215681,2174,Self-Employed,43.2,51+,'+91-3433195440',cd5324@mail.com
LEAD_a72375052d2a4fc8a5734d0ead0684b6,Married,554,41691,73356,Employed,55.0,36-50,'+91-1111448109',a72375@example.com
LEAD_11be1f2ee12e421b9f579765eb337a3a,Married,544,58838,72406,Employed,42.4,18-25,'+91-6859070025',11be1f@mail.com
LEAD_1b156a6f0fff4ffabe7595b43e90d959,Married,491,70497,23866,Employed,55.0,51+,'+91-0645740193',1b156a@mail.com
LEAD_2e7ceb6db9f04cfc82fa2e81c10758f2,Divorced,565,15000,123537,Employed,50.0,26-35,'+91-4221697655',2e7ceb@testmail.in
LEAD_67dca05befb2422e960ac2ee42b22cfe,Single,581,45189,24252,Employed,54.0,26-35,'+91-5297471491',67dca0@mail.com
LEAD_d9ce6f647de448a3a37b701c8a6378f4,Married,629,24067,1974,Employed,56.0,26-35,'+91-0854464464',d9ce6f@example.com
LEAD_842d711336904da093d1f763606947f0,Single,537,82925,8174,Employed,51.0,51+,'+91-0883978187',842d71@mail.com
LEAD_3a83b24d5db2471ab85f78b0abd3618c,Married,580,41040,100038,Employed,63.0,18-25,'+91-0575925104',3a83b2@example.com
LEAD_fb5369ed002b466f8ef24498a12a0965,Married,646,26345,2827,Employed,53.0,51+,'+91-6640806505',fb5369@testmail.in
LEAD_fa1b8dcecb3a4f89ade20526f4343b22,Married,571,33625,32001,Employed,54.0,51+,'+91-4684294953',fa1b8d@testmail.in
LEAD_132623a0d28b4c0bb70c608ad6d99e37,Divorced,518,50289,41500,Employed,55.0,36-50,'+91-7485427981',132623@mail.com
LEAD_88c59e6a7d994656812b9da357cb3c20,Widowed,618,233264,9746,Employed,36.0,36-50,'+91-7832670341',88c59e@testmail.in
LEAD_93155e97429e44fca599bbcad1011813,Married,549,140691,93901,Employed,36.0,36-50,'+91-4604474662',93155e@example.com
LEAD_e63af9f2c17240bc9116a8c09c38d485,Married,620,66472,7286,Employed,53.0,36-50,'+91-7911236281',e63af9@testmail.in
LEAD_3b395ad8712f4534b3ffb57f82c52101,Single,643,98484,1495,Employed,39.2,36-50,'+91-3619111204',3b395a@example.com
LEAD_72af226f717949f4892371cd5b76ab3b,Single,617,84467,84240,Employed,48.0,36-50,'+91-3382562795',72af22@testmail.in
LEAD_4452e70b00da4e36b674ef761913ce37,Married,532,32310,26227,Employed,54.0,36-50,'+91-4738426474',4452e7@example.com
LEAD_17e382b52ba34b539fc0118952da3d16,Single,607,27766,4030,Employed,51.0,36-50,'+91-9744815441',17e382@mail.com
LEAD_9b20bb07886a4caa80daebbf1459a82e,Single,576,84794,54857,Employed,60.0,36-50,'+91-9301473469',9b20bb@example.com
LEAD_ec219349411a45bc8888b0a331b5cea7,Married,619,31514,193030,Self-Employed,53.0,36-50,'+91-4186978070',ec2193@testmail.in
LEAD_b903a7f91f62469d8a02d727a91faa5d,Widowed,626,127404,11529,Employed,38.4,51+,'+91-4207558700',b903a7@testmail.in
LEAD_890ec4b9ade5416b843b46b1d7ad50e3,Married,633,21556,5612,Employed,58.0,36-50,'+91-9555945720',890ec4@mail.com
LEAD_de9ee54a72ee456781f722e4a4fe26a1,Divorced,409,22681,17725,Unemployed,57.0,18-25,'+91-8960545166',de9ee5@example.com
LEAD_6247c98ece8a405796ff06f7cfe0e1b7,Single,629,106728,176310,Employed,41.0,36-50,'+91-1231194847',6247c9@mail.com
LEAD_1aa7223de6d049a18e22431f02b327a2,Married,508,33051,143794,Employed,53.0,36-50,'+91-9625792045',1aa722@testmail.in
LEAD_3e1c5ca0f5b6417fbf97cab6e41af684,Married,543,38932,80734,Employed,55.0,36-50,'+91-2593757498',3e1c5c@mail.com
LEAD_bc5c110dfc6e4dc0a689bddf6582433c,Married,531,63145,2756,Employed,50.0,26-35,'+91-9521899371',bc5c11@testmail.in
LEAD_67dc8bdc3160497dbf7e493731174797,Married,547,99884,29452,Self-Employed,57.0,51+,'+91-1522137054',67dc8b@testmail.in
LEAD_7c2a39168f204f7f8cd4750d08a46538,Married,577,79736,10695,Employed,65.0,51+,'+91-0823654309',7c2a39@mail.com
LEAD_16a5a7dba48247098bc94b8b66c6ecff,Married,521,43173,4277,Employed,54.0,26-35,'+91-0024820332',16a5a7@testmail.in
LEAD_ed109cfbf7dd4d078a3ecb43d962299b,Widowed,620,73099,41339,Employed,38.4,36-50,'+91-0693245030',ed109c@example.com
LEAD_b03d195a92df460d95c6bd623e2227c3,Married,488,49588,73838,Employed,51.0,26-35,'+91-1997259655',b03d19@example.com
LEAD_3a4a9c0055314957b74549a3dcc00c9a,Married,548,53694,1722,Employed,56.0,18-25,'+91-7117389928',3a4a9c@example.com
LEAD_a0b9e4a5d2bc429bb50fb1f59d0c1ac1,Married,588,208039,77716,Employed,36.0,26-35,'+91-5404351321',a0b9e4@testmail.in
LEAD_7cc21b0548f9473da52c7c124145ec72,Married,541,74096,49230,Unemployed,67.0,36-50,'+91-0123274557',7cc21b@testmail.in
LEAD_7930affb36494e8294941ff1bbfdf354,Married,537,31926,38989,Employed,53.0,51+,'+91-6753724504',7930af@mail.com
LEAD_8738d453eda4435197c7bcc32fca287d,Married,607,84075,18303,Employed,48.0,36-50,'+91-8988786442',8738d4@testmail.in
LEAD_0bd916a926264e55b88ccc2c06ff1630,Married,541,52786,20958,Employed,40.0,36-50,'+91-2087266929',0bd916@mail.com
LEAD_6caea69647fa45ed9d302dee76a34481,Single,551,47865,47403,Self-Employed,42.4,36-50,'+91-9219144891',6caea6@testmail.in
LEAD_b0d5b315df7749c48db054bdd783be7b,Single,572,54022,28344,Employed,51.0,26-35,'+91-2892997122',b0d5b3@mail.com
LEAD_05f5931dfb5c4537b0222a9948b2a0ff,Single,583,29609,62378,Employed,64.0,36-50,'+91-6300886738',05f593@testmail.in
LEAD_cd824e9643c144faacec8405011297e0,Single,639,46048,7562,Employed,56.0,36-50,'+91-4726602783',cd824e@mail.com
LEAD_46cd478bff804fe8ba1a4d36644efe86,Divorced,637,15000,12171,Employed,55.0,36-50,'+91-9906734500',46cd47@testmail.in
LEAD_5af493fb3c7d4653a04507020be61af0,Single,515,51148,5509,Employed,44.8,51+,'+91-9380636623',5af493@mail.com
LEAD_50994e70c2014de487d6e76604d297ff,Widowed,659,90796,408094,Employed,37.6,36-50,'+91-4404414797',50994e@mail.com
LEAD_0e076961f2714fd08dd0fa77c1440146,Divorced,521,56507,48752,Employed,53.0,36-50,'+91-7936505905',0e0769@example.com
LEAD_f0077448711d43b1b61510e3e5e36cdf,Married,582,38162,6378,Employed,61.0,51+,'+91-2231621766',f00774@mail.com
LEAD_7248e5fe469f42efbfd35866c0fa0ab7,Married,606,71419,128273,Employed,45.0,36-50,'+91-4658480416',7248e5@testmail.in
LEAD_15612ab0f714476da78c01d054974696,Married,482,17664,3199,Employed,56.0,26-35,'+91-9424175991',15612a@mail.com
LEAD_a315714906ee44b08cded0bbc1d6f630,Married,579,22876,431336,Employed,48.0,36-50,'+91-6575396248',a31571@testmail.in
LEAD_5e289cabdc6e4f2b85f2dfa06ea4875c,Widowed,590,73636,680919,Employed,37.6,26-35,'+91-9625341213',5e289c@example.com
LEAD_c0f8992f796b4b91a77744e453013ac1,Married,582,77192,147593,Employed,41.6,26-35,'+91-6930814321',c0f899@testmail.in
LEAD_6154c98a2ea649fe854096336c8cb043,Single,652,82855,166003,Employed,31.2,36-50,'+91-5129264080',6154c9@example.com
LEAD_2d3376bf525842d4974dde9780d46b5b,Single,576,37135,17328,Employed,56.0,26-35,'+91-0275781975',2d3376@example.com
LEAD_8859ed5a79c044e9961f0a74fa9f2aae,Single,578,108752,5611,Employed,40.8,36-50,'+91-2638627517',8859ed@mail.com
LEAD_9c14d33bfab84390ad1ee10d3a62bd6b,Single,579,19217,1740,Employed,53.0,18-25,'+91-0621842941',9c14d3@mail.com
LEAD_aeec24d262ea48c1a1c727136b108d0d,Married,546,42677,4996,Employed,53.0,36-50,'+91-2854293973',aeec24@mail.com
LEAD_28fa5a9683944a9a89a182ce1180e084,Single,607,68655,80642,Employed,41.6,36-50,'+91-4003326097',28fa5a@mail.com
LEAD_5cacc617cb2548b092fc9d142b07b342,Married,508,54366,344574,Employed,49.0,26-35,'+91-2592002738',5cacc6@example.com
LEAD_b5b3d47adecb4c00a3a61b239186a3b9,Married,587,22762,80810,Unemployed,53.0,36-50,'+91-6205108780',b5b3d4@example.com
LEAD_6c98ee53dac8422dab4180a7e0050cb7,Single,650,201487,171188,Employed,31.2,51+,'+91-9731021412',6c98ee@mail.com
LEAD_6aa674aeec7045ec8a22dc9eb132c91a,Divorced,538,37867,3205,Employed,57.0,18-25,'+91-3230420185',6aa674@testmail.in
LEAD_46779613902a419c9f6ad8558c32d712,Married,514,37539,30690,Employed,63.0,26-35,'+91-7691398326',467796@example.com
LEAD_6ee675a957884b0cb48ae8140763d2b5,Married,587,68405,17955,Employed,53.0,26-35,'+91-1693868349',6ee675@testmail.in
LEAD_76fae696e5b24309bcc8cbf7666c8c57,Married,570,127750,32773,Employed,40.0,26-35,'+91-8371782406',76fae6@example.com
LEAD_bcb544eb0d574a408cea2f703bbdc06f,Widowed,654,60088,26425,Employed,36.0,36-50,'+91-6851850261',bcb544@testmail.in
LEAD_dddc960efc8449ad9d1eb925fb55b8bf,Single,550,97735,53921,Employed,38.4,36-50,'+91-7139649346',dddc96@example.com
LEAD_00ba905a02ba438794c55787c02f6ea8,Single,576,31330,42816,Employed,59.0,36-50,'+91-4364631192',00ba90@example.com
LEAD_ff7d5786646f49bd90fe7d1d10b7cf78,Single,481,109526,63268,Employed,55.0,18-25,'+91-3859227353',ff7d57@example.com
LEAD_f33ebd19e29940d68626ac697340efb3,Widowed,594,51205,30427,Employed,50.0,36-50,'+91-6577391456',f33ebd@example.com
LEAD_fe72c62f124d443791370f41276fde87,Single,508,46009,16619,Employed,54.0,18-25,'+91-8631172286',fe72c6@testmail.in
LEAD_036cd17fac4c49769035cdd748b4f1b3,Married,613,41222,34323,Self-Employed,57.0,36-50,'+91-4953311882',036cd1@example.com
LEAD_c511ed62b6db40da827b211c0b8ef962,Married,600,57264,5355,Employed,50.0,36-50,'+91-7156969787',c511ed@testmail.in
LEAD_71c7af1c3a6d461da698dc55df2808f8,Divorced,673,46345,1037,Employed,53.0,51+,'+91-2003232751',71c7af@mail.com
LEAD_70a3723b9a584a759f15e41a37bfd4ab,Married,447,45655,121626,Employed,52.0,18-25,'+91-5545306372',70a372@example.com
LEAD_5e14c68303b54f4e805a61d313239b5d,Single,520,41914,4740,Employed,59.0,18-25,'+91-1892038249',5e14c6@testmail.in
LEAD_eef85d8392514c558f86fb94a2c91f5c,Married,561,28030,10814,Employed,55.0,36-50,'+91-1885597988',eef85d@testmail.in
LEAD_de65b640d4cd49e4a8a16cca979d0720,Married,630,52377,62404,Employed,36.8,51+,'+91-6677820258',de65b6@example.com
LEAD_c8c12ddf5880470faa24fd41aaefafe5,Married,613,17611,10325,Employed,53.0,51+,'+91-9715142470',c8c12d@testmail.in
LEAD_ae64c9a761834b939e34eeacabf4dd4d,Divorced,507,27693,14301,Employed,51.0,36-50,'+91-8490598659',ae64c9@mail.com
LEAD_30e0c81876924614b80177f808528f30,Married,597,43248,148355,Employed,48.0,26-35,'+91-5296191317',30e0c8@mail.com
LEAD_c8c24c8fbbe6466c9b776407601c54d6,Married,604,98236,6916,Self-Employed,40.8,36-50,'+91-3190951615',c8c24c@testmail.in
LEAD_3a893c4270254e168d1cf0f46918a16d,Married,539,25102,3677,Employed,56.0,26-35,'+91-0516274979',3a893c@mail.com
LEAD_01da668912a445ed9558908c675049c7,Divorced,457,42957,5957,Employed,54.0,36-50,'+91-7747911916',01da66@example.com
LEAD_108b6dd625454b62ac3252dd3c7a01a5,Single,584,102660,103938,Self-Employed,40.0,36-50,'+91-9239839762',108b6d@example.com
LEAD_70ed850a99c04832b5c9bc9c4b5e80b9,Divorced,629,72039,5926,Employed,46.0,51+,'+91-8757384774',70ed85@testmail.in
LEAD_45142ef7757c4e0497735a831f59aa06,Single,638,82591,7010,Employed,38.4,51+,'+91-9558192910',45142e@example.com
LEAD_c383e0ca70bd4e07a0191ad81f390ceb,Married,569,44001,3885,Employed,56.0,36-50,'+91-8700350773',c383e0@mail.com
LEAD_9b44d0fe325e4ead91b1c1e3406cf257,Married,608,37023,5188,Employed,54.0,26-35,'+91-2295438539',9b44d0@mail.com
LEAD_348f7568fdd648e5b7e7cff535f525a9,Single,640,75193,3828,Employed,51.0,36-50,'+91-0871931381',348f75@example.com
LEAD_b02cea5efcde470f8d113cac3d55d35e,Married,543,124156,16541,Employed,41.6,18-25,'+91-9360915744',b02cea@example.com
LEAD_080c7c2d595645ea9d89c60477c72185,Divorced,578,91824,75942,Employed,44.8,26-35,'+91-6219610406',080c7c@testmail.in
LEAD_e8bea9de2b4e40c1ae9319c8e4aca2ef,Married,509,189154,22443,Employed,38.4,26-35,'+91-0918172753',e8bea9@mail.com
LEAD_c31e8764a8004f60910486f80f2a96ea,Divorced,605,118125,32362,Employed,38.4,26-35,'+91-5798517791',c31e87@mail.com
LEAD_e34c947d7f49452b879fb4a7673d93bc,Married,515,44198,46317,Employed,55.0,36-50,'+91-7601980577',e34c94@example.com
LEAD_0a5a5af5eb9a4eca8d70a68bfe2827c2,Married,548,18451,242324,Employed,55.0,26-35,'+91-2571629678',0a5a5a@example.com
LEAD_558cd044e4d34d10822df24a23bb6e21,Divorced,496,77606,6691,Self-Employed,64.0,51+,'+91-4811913057',558cd0@example.com
LEAD_74e04ef14dca4d558ac86bea9e029b7d,Married,649,119213,52989,Employed,38.4,36-50,'+91-5837349414',74e04e@testmail.in
LEAD_8fca20eba3224925a752668e53957b37,Widowed,392,15000,8411,Employed,55.0,36-50,'+91-3040345804',8fca20@example.com
LEAD_e8855e0c3458467985f844f94aa41cd9,Married,535,18955,140009,Employed,49.0,36-50,'+91-2514325590',e8855e@testmail.in
LEAD_8f4a02d5fcbb4bf6a2a0917dd3b63be5,Married,482,36128,113519,Employed,51.0,36-50,'+91-8451329142',8f4a02@testmail.in
LEAD_693a191632c6420496b68584f6f8c103,Divorced,557,35726,6266,Employed,59.0,36-50,'+91-3103130720',693a19@testmail.in
LEAD_90b7326a3aed46b0b41962a7953d61be,Married,606,17147,46331,Employed,56.0,26-35,'+91-3834523410',90b732@testmail.in
LEAD_2e66cb259e8341c48487e84abdcd4681,Single,609,51910,7010,Employed,48.0,26-35,'+91-9183770503',2e66cb@testmail.in
LEAD_4c8ea0caed8049248ba3e85fae394506,Divorced,559,80554,267432,Employed,50.0,36-50,'+91-6652946961',4c8ea0@testmail.in
LEAD_d80ca46460334548a2f7bcfd15b538db,Single,528,34529,6537,Unemployed,57.0,18-25,'+91-2441310022',d80ca4@example.com
LEAD_f96f2777c49f4bba9aa4f69de1bc7d9c,Single,579,15782,49655,Employed,58.0,26-35,'+91-1957637296',f96f27@mail.com
LEAD_846972db156c46d5aa9aef18e549981b,Married,528,56650,12714,Employed,66.0,26-35,'+91-8258547366',846972@testmail.in
LEAD_d64448886a4f4572aff3dc45e3eb6602,Single,614,29825,368979,Employed,43.0,36-50,'+91-6448848109',d64448@mail.com
LEAD_24439936edfb42d7a9140e1c187a782c,Single,547,27481,31898,Employed,61.0,36-50,'+91-0175168016',244399@testmail.in
LEAD_e4e2c824f27e4463bc7b9fac84411594,Single,572,80380,4593,Employed,39.2,36-50,'+91-1249333159',e4e2c8@mail.com
LEAD_d30a15fc17344444a1a9d878cc1c577e,Married,488,98952,345605,Employed,39.2,36-50,'+91-4521879772',d30a15@example.com
LEAD_98f8bbb28c534bf092200976004e23ff,Widowed,609,34958,4229,Employed,57.0,36-50,'+91-7303029268',98f8bb@example.com
LEAD_071aaeee1ddd492c93f97da695359514,Married,567,78820,7780,Employed,46.4,36-50,'+91-7730618107',071aae@example.com
LEAD_f280f6798526443ba640084b23f5b562,Single,615,27063,8067,Employed,48.0,36-50,'+91-4353126300',f280f6@example.com
LEAD_de52795fa8bd4e97a879e810acd1b18f,Married,555,48542,466894,Employed,39.2,36-50,'+91-2331685737',de5279@testmail.in
LEAD_d4ab9f07aa3b46dfae4dc85ce9546b69,Married,453,33027,16716,Employed,52.0,26-35,'+91-4455520099',d4ab9f@example.com
LEAD_b915be74e2d5432389088d4666eac6d0,Single,502,17103,86670,Employed,52.0,18-25,'+91-3113651333',b915be@example.com
LEAD_fb96009339ad44c19c82c55a26ee0bb8,Married,608,27107,38459,Employed,52.0,36-50,'+91-2529202025',fb9600@testmail.in
LEAD_f26f8b104f3044058d7bbf9bfc4ecb6d,Single,659,70866,201705,Employed,35.2,51+,'+91-4704739565',f26f8b@testmail.in
LEAD_20878a8d3d414e0baf8f22492ee16c39,Married,642,19427,240870,Employed,49.0,51+,'+91-2283340454',20878a@mail.com
LEAD_a03ff692e5f546e78b17d62255cd1b6d,Married,657,46451,7196,Employed,53.0,51+,'+91-7182143182',a03ff6@mail.com
LEAD_d8027a8e3216488ca23dd16f34d60f4e,Married,611,111389,47429,Employed,38.4,51+,'+91-8517643825',d8027a@mail.com
LEAD_e3ce2175497b421ab65c2414022b97a4,Married,537,37884,4811,Employed,55.0,36-50,'+91-1780404442',e3ce21@mail.com
LEAD_acb06624abad4ad1978be9848dd047ab,Divorced,548,18380,9899,Employed,59.0,36-50,'+91-5067063278',acb066@testmail.in
LEAD_4442e56ffb3b4115b14b6a6298192f28,Single,592,31619,62591,Employed,56.0,26-35,'+91-0461512924',4442e5@example.com
LEAD_c6de503ebaa24a2a99a40926145f4930,Single,581,73069,58765,Employed,49.0,36-50,'+91-9278901840',c6de50@testmail.in
LEAD_9853a54fb3c3458bb81fd043e1d1f9fa,Married,643,25671,155251,Employed,51.0,36-50,'+91-3701805858',9853a5@mail.com
LEAD_b084009baa8649be926c7c54f93c489c,Widowed,611,135320,1709,Employed,58.0,51+,'+91-6638527308',b08400@example.com
LEAD_8df335bb42e242fb83969a1cb459dc7b,Widowed,593,89962,1361,Employed,44.8,36-50,'+91-0875560431',8df335@mail.com
LEAD_5f4e3c07086f4221bbdc048cc2c21c98,Married,607,46636,5898,Employed,57.0,26-35,'+91-1068111706',5f4e3c@testmail.in
LEAD_f106fc7891d348cd9ce667d5c33bceb6,Married,586,58273,3616,Self-Employed,66.0,36-50,'+91-8567899558',f106fc@mail.com
LEAD_c459a475dc1545018a4fceda4d752a4e,Single,528,48985,28510,Unemployed,58.0,36-50,'+91-4566295869',c459a4@testmail.in
LEAD_38b6087c8aa948e7ad6216ecf47dc294,Single,514,53870,37282,Employed,56.0,18-25,'+91-1303675998',38b608@testmail.in
LEAD_97a619d50aec4f43bc4e551e0c8d71ce,Married,580,48204,18883,Employed,58.0,18-25,'+91-2698080702',97a619@example.com
LEAD_79a25add1f664e479c2d9605af90d128,Divorced,530,70433,75942,Employed,54.0,26-35,'+91-8823512737',79a25a@example.com
LEAD_c04690943ccb47b782649ed3cc741306,Single,548,94499,16329,Employed,53.0,18-25,'+91-5886911008',c04690@example.com
LEAD_c0704789218f4601b651127691d685c0,Married,552,29863,32906,Employed,55.0,26-35,'+91-7572914580',c07047@testmail.in
LEAD_11493812f52346a996d976cd3fdb660e,Single,548,29437,5217,Self-Employed,58.0,36-50,'+91-0218657211',114938@mail.com
LEAD_d5ae617425fe4c4eb007d93880f10e18,Divorced,572,36177,40782,Employed,57.0,26-35,'+91-9098801319',d5ae61@mail.com
LEAD_bb460a0df7744b1abda5d31e04a9ba24,Single,551,35258,7218,Employed,59.0,51+,'+91-5834686555',bb460a@example.com
LEAD_a080e14cf5e44db2bb6ecedb8813067c,Divorced,595,113456,85906,Employed,41.6,36-50,'+91-8356492797',a080e1@example.com
LEAD_d9da0ab75d4f40959ba5335089054598,Married,567,16154,189744,Employed,56.0,36-50,'+91-1006708470',d9da0a@mail.com
LEAD_e68feb2974934c8e8d871c54251e0be4,Divorced,623,68113,79121,Employed,45.0,36-50,'+91-7647241800',e68feb@example.com
LEAD_30bb3f3c018e4a6ea8cacc1acd0f8829,Single,597,110993,14494,Employed,53.0,26-35,'+91-8474836424',30bb3f@mail.com
LEAD_637490f2bdb34356aa8777ec8d082fb1,Single,604,25275,15223,Employed,52.0,51+,'+91-3264819567',637490@testmail.in
LEAD_51339a41e082460a9c5ac21085646497,Single,531,142514,173827,Self-Employed,56.0,36-50,'+91-8614555351',51339a@example.com
LEAD_2aa73f544b9341cb9e9cf9b77f6aa126,Married,596,92471,24782,Employed,39.2,36-50,'+91-4510088247',2aa73f@example.com
LEAD_ceca0c37e8554077bc38f768bb9b39ed,Single,541,33508,30742,Employed,53.0,26-35,'+91-4431026143',ceca0c@mail.com
LEAD_cfd21a7c3c354d5ba142148124769206,Single,566,49027,7378,Employed,52.0,18-25,'+91-4595109961',cfd21a@mail.com
LEAD_839f6ac68d77481d93b309d4d57a1832,Single,522,30917,7600,Employed,61.0,36-50,'+91-3356324391',839f6a@example.com
LEAD_69c453ecd8c24a6b8def6d14edfc032e,Single,571,29446,36607,Self-Employed,60.0,36-50,'+91-0428458822',69c453@testmail.in
LEAD_ade1fb29d34c4bb88ef22542be2f0f62,Married,604,39523,32521,Employed,61.0,26-35,'+91-8308127598',ade1fb@example.com
